1 	160.0 	304.0 	0 	1 	6
1	448.0 	304.0 	0 	1 	7
1 	672.0 	304.0 	0 	1 	7
1 	960.0 	304.0 	0 	1 	6
1 	1216.0 	304.0 	0 	1 	1
0 	0.0 	368.0 	0 	1 	-1
0	32.0	368.0	0	1	-1
0	64.0	368.0	0	1	-1
0	96.0	368.0	0	1	-1
0	128.0	368.0	0	1	-1
0	160.0	368.0	0	1	-1
0	192.0	368.0	0	1	-1
0	224.0	368.0	0	1	-1
0	256.0	368.0	0	1	-1
0	288.0	368.0	0	1	-1
0	320.0	368.0	0	1	-1
0	352.0	368.0	0	1	-1
0	384.0	368.0	0	1	-1
0	416.0	368.0	0	1	-1
0	448.0	368.0	0	1	-1
0	480.0	368.0	0	1	-1
0	512.0	368.0	0	1	-1
0	544.0	368.0	0	1	-1
0	576.0	368.0	0	1	-1
0	608.0	368.0	0	1	-1
0	640.0	368.0	0	1	-1
0	672.0	368.0	0	1	-1
0 	704.0 	368.0 	0 	1 	-1
0 	736.0 	368.0 	0 	1 	-1
0 	768.0 	368.0 	0 	1 	-1
0 	800.0 	368.0 	0 	1 	-1
0 	832.0 	368.0 	0 	1 	-1
0 	864.0 	368.0 	0 	1 	-1
0 	896.0 	368.0 	0 	1 	-1
0 	928.0 	368.0 	0 	1 	-1
0 	960.0 	368.0 	0	1 	-1
0 	992.0 	368.0 	0 	1 	-1
0 	1024.0 	368.0 	0 	1 	-1
0 	1056.0 	368.0 	0 	1 	-1
0 	1088.0 	368.0 	0 	1 	-1
0 	1120.0 	368.0 	0 	1 	-1
0 	1152.0 	368.0 	0 	1 	-1
0 	1184.0 	368.0 	0 	1 	-1
0 	1216.0 	368.0 	0 	1 	-1
0 	1248.0 	368.0 	0 	1 	-1
0 	1280.0 	368.0 	0 	1 	-1
0 	1312.0 	368.0 	0 	1 	-1
0 	1344.0 	368.0 	0 	1 	-1
0 	1376.0 	368.0 	0 	1 	-1
0 	1408.0 	368.0 	0 	1 	-1
0 	1440.0 	368.0 	0 	1 	-1
0 	1472.0 	368.0 	0 	1 	-1
0 	1504.0 	368.0 	0 	1 	-1
